respondent id,agency code,loan type,property type,loan purpose,owner occ,loan amount,pre approval,action taken,msa/md,state,county,census tract,applicant ethnicity,coapp ethnicity,applicant race 1,coapp race,sex,coapp sex,income,type of purchaser,denial reason 1,denial reason 2,denial reason 3,rate of spread,hoepa status,lien status
364327855,7,1,1,1,1,217,2,1,33460,27,163,707.01,2,5,5,8,2,5,65,6,,,,NA,2,1
364327855,7,1,1,1,1,200,2,1,33460,27,3,513.02,2,2,5,5,1,2,125,6,,,,NA,2,1
364327855,7,1,1,1,1,228,2,1,33460,27,3,502.36,2,5,5,8,2,5,69,6,,,,NA,2,1
364327855,7,1,1,1,1,324,2,1,33460,27,53,265.09,2,2,5,5,1,2,117,6,,,,NA,2,1
364327855,7,1,1,1,1,404,2,1,33460,27,123,411.05,2,5,5,8,2,5,177,6,,,,NA,2,1
364327855,7,1,1,3,1,160,3,1,33460,27,37,601.01,2,2,5,5,2,1,88,6,,,,NA,2,1
364327855,7,3,1,3,1,200,3,1,24220,27,119,203,2,5,3,8,1,5,58,6,,,,NA,2,1
364327855,7,1,1,1,1,110,2,1,33460,27,37,601.05,2,5,5,8,2,5,66,1,,,,NA,2,1
364327855,7,1,1,1,1,268,2,1,33460,27,171,1007.01,2,2,5,5,1,1,120,6,,,,NA,2,1
364327855,7,1,1,1,1,161,2,1,33460,27,37,607.41,2,5,5,8,2,5,39,3,,,,NA,2,1
364327855,7,1,1,1,1,170,2,1,33460,27,37,605.09,2,5,5,8,2,5,35,3,,,,NA,2,1
364327855,7,1,1,1,1,174,2,1,33460,27,37,608.2,2,2,2,2,2,1,112,6,,,,NA,2,1
364327855,7,1,1,3,1,157,3,1,33460,27,139,802.03,2,2,3,3,1,2,78,6,,,,NA,2,1
364327855,7,1,1,1,1,122,2,1,33460,27,171,1008.01,2,2,5,5,1,2,126,6,,,,NA,2,1
364327855,7,1,1,1,1,123,2,1,NA,27,111,9601.02,2,5,5,8,1,5,39,6,,,,NA,2,1
364327855,7,1,1,1,1,104,2,1,33460,27,123,425.04,2,5,3,8,2,5,26,3,,,,NA,2,1
364327855,7,1,1,3,1,179,3,1,33460,27,141,305.04,2,2,5,5,1,2,117,6,,,,NA,2,1
364327855,7,1,1,3,1,182,3,1,33460,27,123,407.06,2,5,5,8,2,5,54,6,,,,NA,2,1
364327855,7,1,1,3,1,232,3,1,33460,27,19,911,2,2,5,5,1,2,178,6,,,,NA,2,1
364327855,7,2,1,1,1,236,2,1,33460,27,3,515.02,2,2,5,5,1,2,85,2,,,,NA,2,1
364327855,7,1,1,1,1,339,2,1,33460,27,123,406.03,2,2,5,5,1,2,121,6,,,,NA,2,1
364327855,7,1,1,3,1,159,3,1,33460,27,3,508.21,2,5,5,8,2,5,58,6,,,,NA,2,1
364327855,7,1,1,3,1,170,3,1,33460,27,171,1009,2,2,5,5,1,2,58,6,,,,NA,2,1
364327855,7,1,1,1,1,163,2,1,33460,27,123,308,2,5,5,8,1,5,48,6,,,,NA,2,1
364327855,7,2,1,1,1,338,2,1,33460,27,37,608.24,2,5,5,8,1,5,89,7,,,,NA,2,1
364327855,7,2,1,1,1,111,2,1,NA,27,115,9505,2,2,5,5,1,2,37,2,,,,NA,2,1
364327855,7,1,1,3,1,120,3,3,NA,27,1,7704,3,5,5,8,2,5,43,0,3,4,,NA,2,1
364327855,7,2,1,1,1,184,2,1,33460,27,25,1106,2,2,5,5,1,2,108,6,,,,NA,2,1
364327855,7,2,1,3,1,207,3,3,20260,27,17,703,3,5,6,8,1,5,32,0,1,,,NA,2,1
364327855,7,1,1,3,1,140,3,1,33460,27,59,1303.01,2,2,5,5,1,2,61,1,,,,01.66,2,1
364327855,7,1,1,1,1,85,2,1,33460,27,3,502.29,2,2,5,5,1,2,49,1,,,,NA,2,1
364327855,7,1,1,1,1,423,2,1,33460,27,53,277,2,5,5,8,2,5,161,1,,,,NA,2,1
364327855,7,1,1,1,1,162,2,1,33460,27,123,374.02,3,5,6,8,3,5,86,1,,,,01.58,2,1
364327855,7,1,1,1,1,140,2,1,33460,27,3,506.1,2,5,5,8,1,5,77,1,,,,NA,2,1
364327855,7,1,1,1,1,167,2,1,33460,27,53,233,2,5,5,8,1,5,107,1,,,,01.79,2,1
364327855,7,1,1,1,1,204,2,1,33460,27,53,1054,2,5,5,8,1,5,53,1,,,,NA,2,1
364327855,7,1,1,1,1,175,2,1,33460,27,171,1008.02,2,5,5,8,1,5,77,1,,,,NA,2,1
364327855,7,1,1,3,1,158,3,1,33460,27,123,367,2,2,5,5,1,2,50,1,,,,NA,2,1
364327855,7,1,1,3,1,77,3,1,33460,27,79,9502,2,5,5,8,1,5,31,1,,,,NA,2,1
364327855,7,1,1,1,1,238,2,1,33460,27,123,403.01,2,2,5,5,1,2,67,1,,,,NA,2,1
364327855,7,2,1,1,1,193,2,1,33460,27,3,508.16,3,5,3,8,1,5,53,2,,,,NA,2,1
364327855,7,2,1,1,1,280,2,1,33460,27,53,222,2,5,5,8,1,5,72,2,,,,NA,2,1
