test,blind test,female,male,asian,black,white
0.7777647335055178,0.7760037567504109,0.7691611345805673,0.7958774261497568,0.7651821862348178,0.6518847006651884,0.7962592102777253
0.7640239341810022,0.7584143605086013,0.7444710101613867,0.7809656023445936,0.7526881720430108,0.6140939597315436,0.7791535344439442
0.8255534809282475,0.8234195785542812,0.803416955017301,0.8350062735257214,0.8012519561815337,0.6939655172413793,0.8329050844818189
0.7304389312977099,0.7304389312977099,0.7540567951318459,0.7332990750256937,0.732824427480916,0.6928571428571428,0.7380751371886872
